706562196.88569939 135034293.15447655 0.80888548 1.42661591e+00 132818172000.00003052 2.22190027
946284816.32008731 257431956.13436216 0.72795510 5.85250188e-01 132818172000.00003052 2.33436123
1006944852.73355007 758247111.04096842 1.75301752 3.27758599e-01 132818172000.00003052 4.04796150
493910236.35085601 224953269.67817968 0.54454625 3.24413907e-02 132818172000.00003052 2.91166638
506767067.95391393 473082308.00130123 1.93353009 5.03241735e-02 132818172000.00003052 4.20582317
632425550.89045286 435338613.05648649 0.31163658 3.95555606e-01 132818172000.00003052 2.94348131
2501615206.59352970 484585184.95389289 0.80629108 1.03095461e+00 132818172000.00003052 2.43214705
4366093133.06705093 579339523.26561046 0.86730940 9.76623379e-01 132818172000.00003052 2.53625704
833067629.27809715 517804632.27258253 0.37843626 1.58579561e+00 132818172000.00003052 2.84951944
357469365.17583352 694791888.41721678 2.94364037 3.26030025e-01 132818172000.00003052 5.92927353
2468484438.73100281 585734086.47764337 1.23728490 7.39893101e-01 132818172000.00003052 2.91045020
714653610.43101811 648030956.30207181 0.09322370 1.25493269e+00 132818172000.00003052 2.99717839
522270228.31032348 735799139.63435018 2.40884757 7.42327210e-01 132818172000.00003052 5.08045964
2396391574.54450369 690476671.20129609 1.28813182 1.09021947e+00 132818172000.00003052 3.17439300
717508058.01743400 382463793.61033499 0.46695540 4.63194611e-01 132818172000.00003052 2.78260680
383184497.62881726 701941488.65631795 2.83186296 5.43978126e-01 132818172000.00003052 5.74881314
564991356.49110878 249728424.22951135 0.55799603 6.42671182e-01 132818172000.00003052 2.79145828
682969933.89377654 605020277.64021707 0.11413336 5.31140208e-01 132818172000.00003052 3.00066342
440216326.97805935 113219855.20240669 0.74280860 1.27301014e-01 132818172000.00003052 2.77468124
554734153.96430171 340455436.05177224 0.38627281 7.86257571e-01 132818172000.00003052 2.96032471
581355679.83516634 403403322.76451653 0.30609894 3.99334797e-01 132818172000.00003052 2.98407065
674122281.67126369 135709209.17173350 0.79868755 9.88670313e-02 132818172000.00003052 2.27428292
842350768.56589699 34457199.11290689 0.95909400 1.86976461e+00 132818172000.00003052 1.51287977
480762903.31672060 643032761.22766542 2.33752575 1.79666964e+00 132818172000.00003052 4.93989281
760474818.23525786 654674342.57092178 0.13912423 1.24079566e+00 132818172000.00003052 2.98117225
837453480.78349721 500496339.34445769 0.40235923 1.51095733e+00 132818172000.00003052 2.82862419
629327154.60102820 427537149.53356701 0.32064405 7.49766284e-01 132818172000.00003052 2.94007507
772401728.76225984 365403129.49952108 0.52692606 8.50392551e-01 132818172000.00003052 2.70093553
593870722.94238818 741793234.63411403 2.24908201 4.72462888e-01 132818172000.00003052 4.82970849
518126122.27513278 263767724.11239570 0.49091985 1.07499486e+00 132818172000.00003052 2.92370618
489139324.35179776 219709945.73843551 0.55082339 1.96480173e+00 132818172000.00003052 2.91429049
2147771728.35211182 459752355.22024143 0.78593984 8.12025800e-01 132818172000.00003052 2.41661212
520792693.55227804 340389487.95278829 1.65359882 2.62830900e-01 132818172000.00003052 3.64863134
3128351662.05158520 756818800.84520257 0.75807745 1.16362089e+00 132818172000.00003052 2.86388970
473526284.00380892 2248024.66126634 0.99525259 1.58012612e+00 132818172000.00003052 1.79529068
334187274.27696073 757403254.77915370 3.26640364 8.78820375e-01 132818172000.00003052 6.40401099
717548356.61230338 219366959.15577376 0.69428268 1.49792812e-01 132818172000.00003052 2.46643011
566472524.44855678 369866380.13903880 0.34707093 5.56720606e-01 132818172000.00003052 2.97394515
1036373684.30832076 445531743.64621842 0.57010512 5.15417879e-01 132818172000.00003052 2.64692014
1242890294.31951046 753384304.32940102 0.39384489 1.05857612e+00 132818172000.00003052 2.94935779
1035782016.29094994 431484790.27968854 0.58342124 1.84690547e+00 132818172000.00003052 2.62520946
776602971.91642380 608627782.11773825 0.21629481 7.85403365e-01 132818172000.00003052 2.95262871
657262936.85709536 468664671.39319861 0.28694493 1.11099025e+00 132818172000.00003052 2.94473951
402767211.21382403 598571133.30805182 2.48614663 8.09684721e-01 132818172000.00003052 5.20704737
779820983.09821391 243603787.35230356 0.68761576 1.95425435e+00 132818172000.00003052 2.45149559
945821279.82193124 701254695.27875197 1.74142410 6.94569164e-01 132818172000.00003052 3.96605840
816339385.68211007 527729007.81763858 0.35354215 8.71802224e-01 132818172000.00003052 2.86935882
766668958.49390519 517683055.52897263 0.32476325 1.10263406e+00 132818172000.00003052 2.89255471
458849070.35437751 158083513.26012823 0.65547819 6.75868898e-01 132818172000.00003052 2.85575717
310318528.00921750 758568275.26602089 3.44448271 8.36205127e-01 132818172000.00003052 6.67048262
960204387.66255140 443035363.76833868 0.53860306 3.60206202e-01 132818172000.00003052 2.68202742
231669761.09035990 693073568.59726167 3.99164451 7.30100928e-01 132818172000.00003052 7.57583609
732331649.37318587 552783714.15877545 0.24517298 5.69714830e-01 132818172000.00003052 2.94343008
2675233647.49393559 625494093.63128233 0.76619085 9.76513835e-01 132818172000.00003052 2.67377864
467614993.25804901 98361828.39060117 0.78965211 2.22530542e-01 132818172000.00003052 2.61527167
1607353173.88226295 755482485.19683051 1.47001648 1.27070929e+00 132818172000.00003052 3.58116101
461021598.61050916 159846468.17722973 0.65327770 2.95585477e+00 132818172000.00003052 2.85302399
