60.45600  20.00000  250.0000  102.1000  2008.239
60.46300  20.00000  250.0000  102.1000  2008.566
60.47000  20.00000  250.0000  102.1000  2008.602
60.47700  20.00000  250.0000  102.1000  2008.653
60.48400  20.00000  250.0000  102.1000  2008.687
60.49100  20.00000  250.0000  102.1000  2008.725
60.49800  20.00000  250.0000  102.1000  2008.765
60.50500  20.00000  250.0000  102.1000  2008.812
60.51200  20.00000  250.0000  102.1000  2008.888
60.51900  20.00000  250.0000  102.1000  2008.867
60.52600  20.00000  250.0000  102.1000  2008.911
60.53300  20.00000  250.0000  102.1000  2008.984
60.54000  20.00000  250.0000  102.1000  2008.999
60.54700  20.00000  250.0000  102.1000  2009.007
60.55400  20.00000  250.0000  102.1000  2009.020
60.56100  20.00000  250.0000  102.1000  2009.061
60.56800  20.00000  250.0000  102.1000  2009.093
60.57500  20.00000  250.0000  102.1000  2009.064
60.58200  20.00000  250.0000  102.1000  2009.116
60.58900  20.00000  250.0000  102.1000  2009.107
60.59600  20.00000  250.0000  102.1000  2009.095
60.60300  20.00000  250.0000  102.1000  2009.157
60.61000  20.00000  250.0000  102.1000  2009.149
60.61700  20.00000  250.0000  102.1000  2009.140
60.62400  20.00000  250.0000  102.1000  2009.132
60.63100  20.00000  250.0000  102.1000  2009.196
60.63800  20.00000  250.0000  102.1000  2009.189
60.64500  20.00000  250.0000  102.1000  2009.184
60.65200  20.00000  250.0000  102.1000  2009.176
60.65900  20.00000  250.0000  102.1000  2009.238
60.66600  20.00000  250.0000  102.1000  2009.232
60.67300  20.00000  250.0000  102.1000  2009.226
60.68000  20.00000  250.0000  102.1000  2009.220
60.68700  20.00000  250.0000  102.1000  2009.215
60.69400  20.00000  250.0000  102.1000  2009.211
60.70100  20.00000  250.0000  102.1000  2009.207
60.70800  20.00000  250.0000  102.1000  2009.270
60.71500  20.00000  250.0000  102.1000  2009.267
60.72200  20.00000  250.0000  102.1000  2009.263
60.72900  20.00000  250.0000  102.1000  2009.258
