0.00000000e+00      3.25079497e+05      1.85226015e+06      6.47538828e+04     -8.07297243e+00      1.48072796e+00     -5.84333532e-02
3.60000000e+03      2.95977816e+05      1.85736230e+06      6.45355492e+04     -8.09429391e+00      1.35374536e+00     -6.28603972e-02
7.20000000e+03      2.66802990e+05      1.86200675e+06      6.43013078e+04     -8.11360789e+00      1.22645932e+00     -6.72708268e-02
1.08000000e+04      2.37562255e+05      1.86619248e+06      6.40512206e+04     -8.13090889e+00      1.09890265e+00     -7.16634894e-02
1.44000000e+04      2.08262867e+05      1.86991856e+06      6.37853534e+04     -8.14619212e+00      9.71108550e-01     -7.60372295e-02
1.80000000e+04      1.78912098e+05      1.87318421e+06      6.35037766e+04     -8.15945360e+00      8.43110520e-01     -8.03908907e-02
2.16000000e+04      1.49517231e+05      1.87598876e+06      6.32065645e+04     -8.17069013e+00      7.14942343e-01     -8.47233184e-02
2.52000000e+04      1.20085561e+05      1.87833164e+06      6.28937956e+04     -8.17989937e+00      5.86638004e-01     -8.90333629e-02
2.88000000e+04      9.06243901e+04      1.88021243e+06      6.25655525e+04     -8.18707983e+00      4.58231615e-01     -9.33198816e-02
3.24000000e+04      6.11410219e+04      1.88163082e+06      6.22219220e+04     -8.19223088e+00      3.29757343e-01     -9.75817425e-02
3.60000000e+04      3.16427627e+04      1.88258664e+06      6.18629949e+04     -8.19535279e+00      2.01249335e-01     -1.01817826e-01
3.96000000e+04      2.13691547e+03      1.88307982e+06      6.14888659e+04     -8.19644670e+00      7.27416374e-02     -1.06027030e-01
4.32000000e+04     -2.73692222e+04      1.88311042e+06      6.10996338e+04     -8.19551458e+00     -5.57318691e-02     -1.10208267e-01
4.68000000e+04     -5.68683616e+04      1.88267863e+06      6.06954012e+04     -8.19255926e+00     -1.84137541e-01     -1.14360473e-01
5.04000000e+04     -8.63532254e+04      1.88178475e+06      6.02762745e+04     -8.18758439e+00     -3.12442031e-01     -1.18482602e-01
5.40000000e+04     -1.15816551e+05      1.88042921e+06      5.98423638e+04     -8.18059435e+00     -4.40612338e-01     -1.22573633e-01
5.76000000e+04     -1.45251093e+05      1.87861254e+06      5.93937829e+04     -8.17159429e+00     -5.68615853e-01     -1.26632570e-01
6.12000000e+04     -1.74649625e+05      1.87633541e+06      5.89306490e+04     -8.16058999e+00     -6.96420393e-01     -1.30658437e-01
6.48000000e+04     -2.04004943e+05      1.87359859e+06      5.84530830e+04     -8.14758790e+00     -8.23994224e-01     -1.34650286e-01
6.84000000e+04     -2.33309869e+05      1.87040297e+06      5.79612089e+04     -8.13259500e+00     -9.51306080e-01     -1.38607192e-01
7.20000000e+04     -2.62557247e+05      1.86674954e+06      5.74551542e+04     -8.11561881e+00     -1.07832517e+00     -1.42528252e-01
7.56000000e+04     -2.91739954e+05      1.86263942e+06      5.69350495e+04     -8.09666727e+00     -1.20502116e+00     -1.46412588e-01
7.92000000e+04     -3.20850891e+05      1.85807381e+06      5.64010287e+04     -8.07574876e+00     -1.33136421e+00     -1.50259340e-01
8.28000000e+04     -3.49882995e+05      1.85305405e+06      5.58532284e+04     -8.05287195e+00     -1.45732490e+00     -1.54067671e-01
8.64000000e+04     -3.78829230e+05      1.84758157e+06      5.52917885e+04     -8.02804585e+00     -1.58287427e+00     -1.57836763e-01
9.00000000e+04     -4.07682597e+05      1.84165788e+06      5.47168518e+04     -8.00127968e+00     -1.70798376e+00     -1.61565813e-01
9.36000000e+04     -4.36436127e+05      1.83528464e+06      5.41285637e+04     -7.97258289e+00     -1.83262520e+00     -1.65254034e-01
9.72000000e+04     -4.65082888e+05      1.82846358e+06      5.35270726e+04     -7.94196509e+00     -1.95677079e+00     -1.68900657e-01
1.00800000e+05     -4.93615982e+05      1.82119652e+06      5.29125298e+04     -7.90943602e+00     -2.08039307e+00     -1.72504920e-01
1.04400000e+05     -5.22028546e+05      1.81348541e+06      5.22850889e+04     -7.87500555e+00     -2.20346487e+00     -1.76066078e-01
1.08000000e+05     -5.50313753e+05      1.80533227e+06      5.16449066e+04     -7.83868366e+00     -2.32595933e+00     -1.79583392e-01
1.11600000e+05     -5.78464811e+05      1.79673923e+06      5.09921420e+04     -7.80048039e+00     -2.44784979e+00     -1.83056135e-01
1.15200000e+05     -6.06474966e+05      1.78770851e+06      5.03269568e+04     -7.76040587e+00     -2.56910982e+00     -1.86483582e-01
1.18800000e+05     -6.34337500e+05      1.77824242e+06      4.96495154e+04     -7.71847027e+00     -2.68971310e+00     -1.89865017e-01
1.22400000e+05     -6.62045731e+05      1.76834339e+06      4.89599848e+04     -7.67468379e+00     -2.80963337e+00     -1.93199722e-01
1.26000000e+05     -6.89593014e+05      1.75801392e+06      4.82585343e+04     -7.62905665e+00     -2.92884431e+00     -1.96486977e-01
1.29600000e+05     -7.16972742e+05      1.74725660e+06      4.75453363e+04     -7.58159899e+00     -3.04731940e+00     -1.99726054e-01
