0              421862          0.00434485           0.0386183              5.8792             1.19489             5.80942                   0         1.26745e+08
0              421862          0.00435898           0.0386182              5.8792             1.20156             5.95072                   0         1.26745e+08
0              421863          0.00436848           0.0386181              5.8792             1.20862             6.09164                   0         1.26745e+08
0              421863          0.00437313           0.0386181              5.8792              1.2159             6.23234                   0         1.26745e+08
0              421863          0.00437279           0.0386181              5.8792             1.22324           0.0898002                   0         1.26745e+08
0              421863          0.00436746           0.0386181              5.8792             1.23047             0.23055                   0         1.26745e+08
0              421863          0.00435725           0.0386181              5.8792             1.23742            0.371573                   0         1.26745e+08
0              421862           0.0043424           0.0386181              5.8792             1.24394            0.513033                   0         1.26745e+08
0              421861          0.00432326           0.0386181              5.8792             1.24987            0.655082                   0         1.26745e+08
0              421860          0.00430027           0.0386181              5.8792             1.25507            0.797863                   0         1.26745e+08
0              421859          0.00427398            0.038618              5.8792             1.25941            0.941502                   0         1.26745e+08
0              421858          0.00424505            0.038618              5.8792             1.26279              1.0861                   0         1.26745e+08
0              421857          0.00421413           0.0386179              5.8792             1.26512             1.23175                   0         1.26745e+08
0              421855          0.00418194           0.0386178              5.8792             1.26634             1.37851                   0         1.26745e+08
0              421854          0.00414923           0.0386177             5.87921             1.26642             1.52641                   0         1.26745e+08
0              421852           0.0041167           0.0386176             5.87921             1.26534             1.67547                   0         1.26745e+08
0              421851          0.00408507           0.0386175             5.87921             1.26312             1.82568                   0         1.26745e+08
0              421849          0.00405497           0.0386174             5.87921              1.2598             1.97698                   0         1.26745e+08
0              421848          0.00402703           0.0386173             5.87921             1.25544             2.12933                   0         1.26745e+08
0              421847          0.00400177           0.0386172             5.87921             1.25013             2.28264                   0         1.26745e+08
0              421847          0.00397967           0.0386171              5.8792             1.24397             2.43679                   0         1.26745e+08
0              421846          0.00396112            0.038617              5.8792             1.23709             2.59166                   0         1.26745e+08
0              421846          0.00394642           0.0386169              5.8792             1.22962             2.74712                   0         1.26745e+08
0              421846          0.00393581           0.0386169              5.8792             1.22172               2.903                   0         1.26745e+08
0              421847          0.00392943           0.0386169              5.8792             1.21356             3.05916                   0         1.26745e+08
0              421848          0.00392739           0.0386169              5.8792             1.20529             3.21542                   0         1.26745e+08
0              421849           0.0039297           0.0386169              5.8792             1.19709              3.3716                   0         1.26745e+08
0              421850          0.00393637           0.0386169              5.8792             1.18915             3.52753                   0         1.26745e+08
0              421851          0.00394734           0.0386169              5.8792             1.18165             3.68301                   0         1.26745e+08
0              421853          0.00396249           0.0386169              5.8792             1.17479             3.83785                   0         1.26745e+08
0              421854          0.00398162           0.0386168              5.8792             1.16876             3.99186                   0         1.26745e+08
0              421855           0.0040044           0.0386168              5.8792             1.16375             4.14485                   0         1.26745e+08
0              421856          0.00403035           0.0386167              5.8792             1.15988              4.2967                   0         1.26745e+08
0              421856          0.00405884           0.0386167             5.87921             1.15722             4.44734                   0         1.26745e+08
0              421856          0.00408918           0.0386166             5.87921             1.15577             4.59676                   0         1.26745e+08
0              421856          0.00412063           0.0386164             5.87921             1.15549             4.74502                   0         1.26745e+08
0              421856          0.00415252           0.0386163             5.87921             1.15625             4.89224                   0         1.26745e+08
0              421856          0.00418428           0.0386162             5.87921             1.15797              5.0385                   0         1.26745e+08
0              421857          0.00421531            0.038616             5.87921             1.16054             5.18392                   0         1.26745e+08
0              421859          0.00424535           0.0386159             5.87921             1.16382             5.32862                   0         1.26745e+08
0              421861          0.00427377           0.0386157             5.87921             1.16774             5.47268                   0         1.26745e+08
0              421864          0.00430003           0.0386156             5.87921             1.17222             5.61618                   0         1.26745e+08
0              421867          0.00432354           0.0386155             5.87921             1.17717             5.75921                   0         1.26745e+08
0              421870          0.00434341           0.0386153              5.8792             1.18252             5.90183                   0         1.26745e+08
0              421873          0.00435844           0.0386152              5.8792             1.18818             6.04414                   0         1.26745e+08
0              421875          0.00436743           0.0386151              5.8792             1.19406             6.18623                   0         1.26745e+08
0              421876          0.00436953            0.038615             5.87919             1.20003           0.0450331                   0         1.26745e+08
0              421875          0.00436459            0.038615             5.87919             1.20595            0.187076                   0         1.26745e+08
0              421873          0.00435313            0.038615             5.87918             1.21169            0.329311                   0         1.26745e+08
0              421870          0.00433612            0.038615             5.87918             1.21711            0.471859                   0         1.26745e+08
0              421867          0.00431468            0.038615             5.87918             1.22212            0.614822                   0         1.26745e+08
0              421864          0.00428976            0.038615             5.87918             1.22662            0.758298                   0         1.26745e+08
0              421862          0.00426214            0.038615             5.87918              1.2305            0.902392                   0         1.26745e+08
0              421859          0.00423241            0.038615             5.87918             1.23366             1.04721                   0         1.26745e+08
0              421857           0.0042011           0.0386149             5.87918               1.236             1.19285                   0         1.26745e+08
0              421855          0.00416874           0.0386149             5.87918             1.23743             1.33941                   0         1.26745e+08
0              421854           0.0041359           0.0386148             5.87918             1.23787             1.48694                   0         1.26745e+08
0              421853          0.00410318           0.0386147             5.87918             1.23726             1.63554                   0         1.26745e+08
0              421852          0.00407119           0.0386146             5.87918             1.23556             1.78522                   0         1.26745e+08
0              421851          0.00404052           0.0386145             5.87918             1.23281             1.93596                   0         1.26745e+08
0              421850          0.00401186           0.0386143             5.87918             1.22899             2.08777                   0         1.26745e+08
0              421850          0.00398579           0.0386142             5.87918             1.22417             2.24058                   0         1.26745e+08
0              421849          0.00396286           0.0386141             5.87918             1.21843              2.3943                   0         1.26745e+08
0              421849          0.00394358            0.038614             5.87918             1.21189             2.54883                   0         1.26745e+08
0              421848          0.00392839           0.0386139             5.87918             1.20468             2.70403                   0         1.26745e+08
0              421848          0.00391762           0.0386139             5.87918             1.19696             2.85974                   0         1.26745e+08
0              421848          0.00391153           0.0386139             5.87917              1.1889             3.01578                   0         1.26745e+08
